date,region,revenue $
2024-05-16,Malaysia Timur,9250
2024-05-16,Tengah,9168
2024-05-17,Utara,4577
2024-05-17,Selatan,727
2024-05-17,Pantai Timur,10719
2024-05-17,Malaysia Timur,11328
2024-05-17,Tengah,13319
2024-05-18,Utara,7468
2024-05-18,Selatan,342
2024-05-18,Pantai Timur,1447
2024-05-18,Malaysia Timur,10571
2024-05-18,Tengah,6581
2024-05-19,Utara,11851
2024-05-19,Selatan,6317
2024-05-19,Pantai Timur,14894
2024-05-19,Malaysia Timur,526
2024-05-19,Tengah,10088
2024-05-20,Utara,12946
2024-05-20,Selatan,10265
2024-05-20,Pantai Timur,13107
2024-05-20,Malaysia Timur,6748
2024-05-20,Tengah,405
2024-05-21,Utara,14567
2024-05-21,Selatan,14868
2024-05-21,Pantai Timur,7986
2024-05-21,Malaysia Timur,9765
2024-05-21,Tengah,14099
2024-05-22,Utara,12792
2024-05-22,Selatan,3740
2024-05-22,Pantai Timur,12466
2024-05-22,Malaysia Timur,12419
2024-05-22,Tengah,1846
2024-05-23,Utara,1478
2024-05-23,Selatan,10587
2024-05-23,Pantai Timur,14875
2024-05-23,Malaysia Timur,771
2024-05-23,Tengah,5525
2024-05-24,Utara,14411
2024-05-24,Selatan,8770
2024-05-24,Pantai Timur,11093
2024-05-24,Malaysia Timur,13803
2024-05-24,Tengah,193
2024-05-25,Utara,2007
2024-05-25,Selatan,1185
2024-05-25,Pantai Timur,2394
2024-05-25,Malaysia Timur,11190
2024-05-25,Tengah,13672
2024-05-26,Utara,9984
2024-05-26,Selatan,9302
2024-05-26,Pantai Timur,4005
2024-05-26,Malaysia Timur,7429
2024-05-26,Tengah,2261
2024-05-27,Utara,3736
2024-05-27,Selatan,11985
2024-05-27,Pantai Timur,10128
2024-05-27,Malaysia Timur,6716
2024-05-27,Tengah,4875
2024-05-28,Utara,12549
2024-05-28,Selatan,8921
2024-05-28,Pantai Timur,4378
2024-05-28,Malaysia Timur,7815
2024-05-28,Tengah,13778
2024-05-29,Utara,3451
2024-05-29,Selatan,12649
2024-05-29,Pantai Timur,7616
2024-05-29,Malaysia Timur,12728
2024-05-29,Tengah,10332
2024-05-30,Utara,9836
2024-05-30,Selatan,2800
2024-05-30,Pantai Timur,13154
2024-05-30,Malaysia Timur,13735
2024-05-30,Tengah,8333
2024-05-31,Utara,5410
2024-05-31,Selatan,1455
2024-05-31,Pantai Timur,6892
2024-05-31,Malaysia Timur,14163
2024-05-31,Tengah,14135
2024-06-01,Utara,5808
2024-06-01,Selatan,6796
2024-06-01,Pantai Timur,4796
2024-06-01,Malaysia Timur,5093
2024-06-01,Tengah,10288
2024-06-02,Utara,1325
2024-06-02,Selatan,4976
2024-06-02,Pantai Timur,9405
2024-06-02,Malaysia Timur,1159
2024-06-02,Tengah,4650
2024-06-03,Utara,12691
2024-06-03,Selatan,4987
2024-06-03,Pantai Timur,15200
2024-06-03,Malaysia Timur,4697
2024-06-03,Tengah,14118
2024-06-04,Utara,340
2024-06-04,Selatan,3828
2024-06-04,Pantai Timur,1968
2024-06-04,Malaysia Timur,703
2024-06-04,Tengah,12605
2024-06-05,Utara,14953
2024-06-05,Selatan,5482
2024-06-05,Pantai Timur,10621
2024-06-05,Malaysia Timur,6376
2024-06-05,Tengah,1800
2024-06-06,Utara,5463
2024-06-06,Selatan,13860
2024-06-06,Pantai Timur,4912
2024-06-06,Malaysia Timur,4648
2024-06-06,Tengah,855
2024-06-07,Utara,10004
2024-06-07,Selatan,2866
2024-06-07,Pantai Timur,11834
2024-06-07,Malaysia Timur,182
2024-06-07,Tengah,3112
2024-06-08,Utara,5670
2024-06-08,Selatan,4492
2024-06-08,Pantai Timur,5823
2024-06-08,Malaysia Timur,15114
2024-06-08,Tengah,1517
2024-06-09,Utara,5002
2024-06-09,Selatan,1356
2024-06-09,Pantai Timur,10366
2024-06-09,Malaysia Timur,3629
2024-06-09,Tengah,3628
2024-06-10,Utara,12288
2024-06-10,Selatan,11431
2024-06-10,Pantai Timur,11883
2024-06-10,Malaysia Timur,8210
2024-06-10,Tengah,11595
2024-06-11,Utara,12871
2024-06-11,Selatan,12743
2024-06-11,Pantai Timur,11196
2024-06-11,Malaysia Timur,6132
2024-06-11,Tengah,9324
2024-06-12,Utara,11531
2024-06-12,Selatan,6588
2024-06-12,Pantai Timur,3311
2024-06-12,Malaysia Timur,6048
2024-06-12,Tengah,11564
2024-06-13,Utara,14937
2024-06-13,Selatan,6246
2024-06-13,Pantai Timur,987
2024-06-13,Malaysia Timur,3321
2024-06-13,Tengah,4615
2024-06-14,Utara,15512
2024-06-14,Selatan,13146
2024-06-14,Pantai Timur,8365
2024-06-14,Malaysia Timur,13654
2024-06-14,Tengah,3741
2024-06-15,Utara,3052
2024-06-15,Selatan,6574
2024-06-15,Pantai Timur,726
2024-06-15,Malaysia Timur,3760
2024-06-15,Tengah,5806
2024-06-16,Utara,1875
2024-06-16,Selatan,6993
2024-06-16,Pantai Timur,13969
2024-06-16,Malaysia Timur,4033
2024-06-16,Tengah,5443
2024-06-17,Utara,989
2024-06-17,Selatan,3744
2024-06-17,Pantai Timur,10878
2024-06-17,Malaysia Timur,8611
2024-06-17,Tengah,593
2024-06-18,Utara,14820
2024-06-18,Selatan,1774
2024-06-18,Pantai Timur,10651
2024-06-18,Malaysia Timur,935
2024-06-18,Tengah,13395
2024-06-19,Utara,13424
2024-06-19,Selatan,3808
2024-06-19,Pantai Timur,331
2024-06-19,Malaysia Timur,11641
2024-06-19,Tengah,7922
2024-06-20,Utara,2702
2024-06-20,Selatan,14376
2024-06-20,Pantai Timur,12198
2024-06-20,Malaysia Timur,5889
2024-06-20,Tengah,5054
2024-06-21,Utara,3868
2024-06-21,Selatan,4200
2024-06-21,Pantai Timur,201
2024-06-21,Malaysia Timur,2497
2024-06-21,Tengah,1842
2024-06-22,Utara,10058
2024-06-22,Selatan,10188
2024-06-22,Pantai Timur,13577
2024-06-22,Malaysia Timur,9101
2024-06-22,Tengah,12497
2024-06-23,Utara,4658
2024-06-23,Selatan,11381
2024-06-23,Pantai Timur,15048
2024-06-23,Malaysia Timur,7544
2024-06-23,Tengah,7718
2024-06-24,Utara,13851
2024-06-24,Selatan,770
2024-06-24,Pantai Timur,3155
2024-06-24,Malaysia Timur,10693
2024-06-24,Tengah,10906
2024-06-25,Utara,12916
2024-06-25,Selatan,11777
2024-06-25,Pantai Timur,1628
2024-06-25,Malaysia Timur,13989
2024-06-25,Tengah,386
2024-06-26,Utara,6031
2024-06-26,Selatan,11613
2024-06-26,Pantai Timur,6439
2024-06-26,Malaysia Timur,6401
2024-06-26,Tengah,13392
2024-06-27,Utara,4008
2024-06-27,Selatan,12285
2024-06-27,Pantai Timur,12555
2024-06-27,Malaysia Timur,2466
2024-06-27,Tengah,2282
2024-06-28,Utara,1856
2024-06-28,Selatan,15670
2024-06-28,Pantai Timur,7980
2024-06-28,Malaysia Timur,1998
2024-06-28,Tengah,15321
2024-06-29,Utara,5476
2024-06-29,Selatan,9428
2024-06-29,Pantai Timur,4669
2024-06-29,Malaysia Timur,12336
2024-06-29,Tengah,9342
2024-06-30,Utara,4318
2024-06-30,Selatan,7064
2024-06-30,Pantai Timur,7446
2024-06-30,Malaysia Timur,1431
2024-06-30,Tengah,5624
2024-07-01,Utara,7461
2024-07-01,Selatan,1819
2024-07-01,Pantai Timur,10516
2024-07-01,Malaysia Timur,13749
2024-07-01,Tengah,1130
2024-07-02,Utara,13969
2024-07-02,Selatan,6563
2024-07-02,Pantai Timur,2658
2024-07-02,Malaysia Timur,3500
2024-07-02,Tengah,8566
2024-07-03,Utara,2120
2024-07-03,Selatan,4020
2024-07-03,Pantai Timur,10213
2024-07-03,Malaysia Timur,11897
2024-07-03,Tengah,13341
2024-07-04,Utara,3259
2024-07-04,Selatan,11627
2024-07-04,Pantai Timur,10081
2024-07-04,Malaysia Timur,1823
2024-07-04,Tengah,1474
2024-07-05,Utara,2242
2024-07-05,Selatan,13467
2024-07-05,Pantai Timur,3243
2024-07-05,Malaysia Timur,6990
2024-07-05,Tengah,5160
2024-07-06,Utara,3134
2024-07-06,Selatan,2070
2024-07-06,Pantai Timur,359
2024-07-06,Malaysia Timur,15434
2024-07-06,Tengah,14895
2024-07-07,Utara,15007
2024-07-07,Selatan,10233
2024-07-07,Pantai Timur,1141
2024-07-07,Malaysia Timur,1635
2024-07-07,Tengah,13691
2024-07-08,Utara,4000
2024-07-08,Selatan,10135
2024-07-08,Pantai Timur,12966
2024-07-08,Malaysia Timur,3361
2024-07-08,Tengah,6583
2024-07-09,Utara,7835
2024-07-09,Selatan,11172
2024-07-09,Pantai Timur,6
2024-07-09,Malaysia Timur,3267
2024-07-09,Tengah,6564
2024-07-10,Utara,9783
2024-07-10,Selatan,4928
2024-07-10,Pantai Timur,11456
2024-07-10,Malaysia Timur,2606
2024-07-10,Tengah,11411
2024-07-11,Utara,5906
2024-07-11,Selatan,3273
2024-07-11,Pantai Timur,7611
2024-07-11,Malaysia Timur,913
2024-07-11,Tengah,2011
2024-07-12,Utara,1442
2024-07-12,Selatan,5546
2024-07-12,Pantai Timur,11246
2024-07-12,Malaysia Timur,13790
2024-07-12,Tengah,11738
2024-07-13,Utara,12413
2024-07-13,Selatan,14730
2024-07-13,Pantai Timur,13104
2024-07-13,Malaysia Timur,11120
2024-07-13,Tengah,1829
2024-07-14,Utara,8767
2024-07-14,Selatan,6468
2024-07-14,Pantai Timur,13703
2024-07-14,Malaysia Timur,929
2024-07-14,Tengah,11951
2024-07-15,Utara,3699
2024-07-15,Selatan,9655
2024-07-15,Pantai Timur,11467
2024-07-15,Malaysia Timur,13120
2024-07-15,Tengah,1054
2024-07-16,Utara,15747
2024-07-16,Selatan,5744
2024-07-16,Pantai Timur,1900
2024-07-16,Malaysia Timur,9649
2024-07-16,Tengah,6980
2024-07-17,Utara,7069
2024-07-17,Selatan,9591
2024-07-17,Pantai Timur,3415
2024-07-17,Malaysia Timur,442
2024-07-17,Tengah,11842
2024-07-18,Utara,6218
2024-07-18,Selatan,4652
2024-07-18,Pantai Timur,7939
2024-07-18,Malaysia Timur,7833
2024-07-18,Tengah,9370
2024-07-19,Utara,7597
2024-07-19,Selatan,14325
2024-07-19,Pantai Timur,4458
2024-07-19,Malaysia Timur,6591
2024-07-19,Tengah,9449
2024-07-20,Utara,11826
2024-07-20,Selatan,10033
2024-07-20,Pantai Timur,2309
2024-07-20,Malaysia Timur,14138
2024-07-20,Tengah,6268
2024-07-21,Utara,910
2024-07-21,Selatan,4340
2024-07-21,Pantai Timur,12829
2024-07-21,Malaysia Timur,4009
2024-07-21,Tengah,6628
2024-07-22,Utara,2169
2024-07-22,Selatan,2172
2024-07-22,Pantai Timur,5668
2024-07-22,Malaysia Timur,6313
2024-07-22,Tengah,8315
2024-07-23,Utara,8036
2024-07-23,Selatan,15394
2024-07-23,Pantai Timur,11350
2024-07-23,Malaysia Timur,6789
2024-07-23,Tengah,14019
2024-07-24,Utara,785
2024-07-24,Selatan,6139
2024-07-24,Pantai Timur,6344
2024-07-24,Malaysia Timur,2416
2024-07-24,Tengah,8988
2024-07-25,Utara,12364
2024-07-25,Selatan,4154
2024-07-25,Pantai Timur,14766
2024-07-25,Malaysia Timur,14973
2024-07-25,Tengah,5619
2024-07-26,Utara,1936
2024-07-26,Selatan,10348
2024-07-26,Pantai Timur,3807
2024-07-26,Malaysia Timur,7151
2024-07-26,Tengah,9493
2024-07-27,Utara,12355
2024-07-27,Selatan,11332
2024-07-27,Pantai Timur,3236
2024-07-27,Malaysia Timur,2352
2024-07-27,Tengah,1932
2024-07-28,Utara,10913
2024-07-28,Selatan,8556
2024-07-28,Pantai Timur,4916
2024-07-28,Malaysia Timur,5498
2024-07-28,Tengah,10582
2024-07-29,Utara,946
2024-07-29,Selatan,15234
2024-07-29,Pantai Timur,13865
2024-07-29,Malaysia Timur,9569
2024-07-29,Tengah,1439
2024-07-30,Utara,11372
2024-07-30,Selatan,7730
2024-07-30,Pantai Timur,4857
2024-07-30,Malaysia Timur,340
2024-07-30,Tengah,11181
2024-07-31,Utara,382
2024-07-31,Selatan,13291
2024-07-31,Pantai Timur,9748
2024-07-31,Malaysia Timur,8491
2024-07-31,Tengah,138
2024-08-01,Utara,358
2024-08-01,Selatan,4931
2024-08-01,Pantai Timur,9714
2024-08-01,Malaysia Timur,3456
2024-08-01,Tengah,1627
2024-08-02,Utara,14270
2024-08-02,Selatan,9495
2024-08-02,Pantai Timur,6626
2024-08-02,Malaysia Timur,5004
2024-08-02,Tengah,9326
2024-08-03,Utara,15201
2024-08-03,Selatan,10378
2024-08-03,Pantai Timur,13283
2024-08-03,Malaysia Timur,14770
2024-08-03,Tengah,6652
2024-08-04,Utara,6416
2024-08-04,Selatan,3170
2024-08-04,Pantai Timur,3835
2024-08-04,Malaysia Timur,8017
2024-08-04,Tengah,2151
2024-08-05,Utara,9429
2024-08-05,Selatan,14072
2024-08-05,Pantai Timur,11927
2024-08-05,Malaysia Timur,6905
2024-08-05,Tengah,2834
2024-08-06,Utara,12452
2024-08-06,Selatan,9190
2024-08-06,Pantai Timur,2567
2024-08-06,Malaysia Timur,1307
2024-08-06,Tengah,14852
2024-08-07,Utara,8848
2024-08-07,Selatan,2660
2024-08-07,Pantai Timur,10403
2024-08-07,Malaysia Timur,10101
2024-08-07,Tengah,3730
2024-08-08,Utara,10238
2024-08-08,Selatan,6207
2024-08-08,Pantai Timur,3162
2024-08-08,Malaysia Timur,1140
2024-08-08,Tengah,14177
2024-08-09,Utara,8458
2024-08-09,Selatan,10037
2024-08-09,Pantai Timur,1708
2024-08-09,Malaysia Timur,3630
2024-08-09,Tengah,3211
2024-08-10,Utara,10485
2024-08-10,Selatan,11924
2024-08-10,Pantai Timur,12021
2024-08-10,Malaysia Timur,6538
2024-08-10,Tengah,9702
2024-08-11,Utara,475
2024-08-11,Selatan,7684
2024-08-11,Pantai Timur,9168
2024-08-11,Malaysia Timur,1207
2024-08-11,Tengah,13331
2024-08-12,Utara,1960
2024-08-12,Selatan,557
2024-08-12,Pantai Timur,13305
2024-08-12,Malaysia Timur,13893
2024-08-12,Tengah,882
2024-08-13,Utara,10386
2024-08-13,Selatan,4761
2024-08-13,Pantai Timur,15663
2024-08-13,Malaysia Timur,10859
2024-08-13,Tengah,5867
2024-08-14,Utara,6963
2024-08-14,Selatan,13151
2024-08-14,Pantai Timur,12869
2024-08-14,Malaysia Timur,7166
2024-08-14,Tengah,12982
2024-08-15,Utara,7929
2024-08-15,Selatan,5347
2024-08-15,Pantai Timur,7269
2024-08-15,Malaysia Timur,9802
2024-08-15,Tengah,11680
2024-08-16,Utara,8125
2024-08-16,Selatan,13527
2024-08-16,Pantai Timur,2454
2024-08-16,Malaysia Timur,4494
2024-08-16,Tengah,1946
2024-08-17,Utara,13002
2024-08-17,Selatan,12991
2024-08-17,Pantai Timur,2808
2024-08-17,Malaysia Timur,6642
2024-08-17,Tengah,3825
2024-08-18,Utara,3536
2024-08-18,Selatan,14002
2024-08-18,Pantai Timur,6068
2024-08-18,Malaysia Timur,15309
2024-08-18,Tengah,3802
2024-08-19,Utara,12369
2024-08-19,Selatan,4699
2024-08-19,Pantai Timur,1970
2024-08-19,Malaysia Timur,5806
2024-08-19,Tengah,6142
2024-08-20,Utara,12014
2024-08-20,Selatan,2819
2024-08-20,Pantai Timur,9094
2024-08-20,Malaysia Timur,364
2024-08-20,Tengah,4258
2024-08-21,Utara,3119
2024-08-21,Selatan,10750
2024-08-21,Pantai Timur,15688
2024-08-21,Malaysia Timur,1863
2024-08-21,Tengah,115
2024-08-22,Utara,7084
2024-08-22,Selatan,8016
2024-08-22,Pantai Timur,2384
2024-08-22,Malaysia Timur,13168
2024-08-22,Tengah,15072
2024-08-23,Utara,3935
2024-08-23,Selatan,13127
2024-08-23,Pantai Timur,14482
2024-08-23,Malaysia Timur,7742
2024-08-23,Tengah,5442
2024-08-24,Utara,2490
2024-08-24,Selatan,6980
2024-08-24,Pantai Timur,13324
2024-08-24,Malaysia Timur,9134
2024-08-24,Tengah,7661
2024-08-25,Utara,1724
2024-08-25,Selatan,10526
2024-08-25,Pantai Timur,8182
2024-08-25,Malaysia Timur,2767
2024-08-25,Tengah,1137
2024-08-26,Utara,10719
2024-08-26,Selatan,4117
2024-08-26,Pantai Timur,3420
2024-08-26,Malaysia Timur,5845
2024-08-26,Tengah,4778
2024-08-27,Utara,3906
2024-08-27,Selatan,3637
2024-08-27,Pantai Timur,2953
2024-08-27,Malaysia Timur,5929
2024-08-27,Tengah,10559
2024-08-28,Utara,12413
2024-08-28,Selatan,276
2024-08-28,Pantai Timur,1999
2024-08-28,Malaysia Timur,1227
2024-08-28,Tengah,6337
2024-08-29,Utara,11944
2024-08-29,Selatan,3735
2024-08-29,Pantai Timur,695
2024-08-29,Malaysia Timur,9501
2024-08-29,Tengah,4152
2024-08-30,Utara,7901
2024-08-30,Selatan,7470
2024-08-30,Pantai Timur,11426
2024-08-30,Malaysia Timur,12306
2024-08-30,Tengah,7537
2024-08-31,Utara,10503
2024-08-31,Selatan,2841
2024-08-31,Pantai Timur,4208
2024-08-31,Malaysia Timur,11751
2024-08-31,Tengah,11590
2024-09-01,Utara,8733
2024-09-01,Selatan,10886
2024-09-01,Pantai Timur,12866
2024-09-01,Malaysia Timur,1088
2024-09-01,Tengah,3363
2024-09-02,Utara,24
2024-09-02,Selatan,9764
2024-09-02,Pantai Timur,6144
2024-09-02,Malaysia Timur,11150
2024-09-02,Tengah,5668
2024-09-03,Utara,4236
2024-09-03,Selatan,9959
2024-09-03,Pantai Timur,12935
2024-09-03,Malaysia Timur,8068
2024-09-03,Tengah,2235
2024-09-04,Utara,7295
2024-09-04,Selatan,8392
2024-09-04,Pantai Timur,11390
2024-09-04,Malaysia Timur,8448
2024-09-04,Tengah,3747
2024-09-05,Utara,12834
2024-09-05,Selatan,10433
2024-09-05,Pantai Timur,15038
2024-09-05,Malaysia Timur,3175
2024-09-05,Tengah,11798
2024-09-06,Utara,11528
2024-09-06,Selatan,4897
2024-09-06,Pantai Timur,5037
2024-09-06,Malaysia Timur,15743
2024-09-06,Tengah,7427
2024-09-07,Utara,8605
2024-09-07,Selatan,2014
2024-09-07,Pantai Timur,1381
2024-09-07,Malaysia Timur,1098
2024-09-07,Tengah,3426
2024-09-08,Utara,3655
2024-09-08,Selatan,7938
2024-09-08,Pantai Timur,9101
2024-09-08,Malaysia Timur,187
2024-09-08,Tengah,12236
2024-09-09,Utara,11948
2024-09-09,Selatan,10207
2024-09-09,Pantai Timur,5409
2024-09-09,Malaysia Timur,2092
2024-09-09,Tengah,11836
2024-09-10,Utara,2130
2024-09-10,Selatan,5242
2024-09-10,Pantai Timur,8549
2024-09-10,Malaysia Timur,5647
2024-09-10,Tengah,5185
2024-09-11,Utara,15271
2024-09-11,Selatan,5776
2024-09-11,Pantai Timur,10614
2024-09-11,Malaysia Timur,12449
2024-09-11,Tengah,7913
2024-09-12,Utara,7547
2024-09-12,Selatan,7823
2024-09-12,Pantai Timur,15717
2024-09-12,Malaysia Timur,7355
2024-09-12,Tengah,6465
2024-09-13,Utara,12737
2024-09-13,Selatan,1497
2024-09-13,Pantai Timur,13324
2024-09-13,Malaysia Timur,14519
2024-09-13,Tengah,10350
2024-09-14,Utara,14238
2024-09-14,Selatan,2555
2024-09-14,Pantai Timur,5409
2024-09-14,Malaysia Timur,10534
2024-09-14,Tengah,2951
2024-09-15,Utara,1238
2024-09-15,Selatan,9165
2024-09-15,Pantai Timur,4727
2024-09-15,Malaysia Timur,3965
2024-09-15,Tengah,5686
2024-09-16,Utara,9242
2024-09-16,Selatan,3701
2024-09-16,Pantai Timur,2780
2024-09-16,Malaysia Timur,7398
2024-09-16,Tengah,1588
2024-09-17,Utara,12070
2024-09-17,Selatan,2368
2024-09-17,Pantai Timur,15248
2024-09-17,Malaysia Timur,15592
2024-09-17,Tengah,5789
2024-09-18,Utara,436
2024-09-18,Selatan,2828
2024-09-18,Pantai Timur,1556
2024-09-18,Malaysia Timur,7570
2024-09-18,Tengah,13364
2024-09-19,Utara,12050
2024-09-19,Selatan,7480
2024-09-19,Pantai Timur,9496
2024-09-19,Malaysia Timur,15061
2024-09-19,Tengah,14366
2024-09-20,Utara,10576
2024-09-20,Selatan,182
2024-09-20,Pantai Timur,7190
2024-09-20,Malaysia Timur,6687
2024-09-20,Tengah,5565
2024-09-21,Utara,7241
2024-09-21,Selatan,15369
2024-09-21,Pantai Timur,7651
2024-09-21,Malaysia Timur,5575
2024-09-21,Tengah,1589
2024-09-22,Utara,9779
2024-09-22,Selatan,8851
2024-09-22,Pantai Timur,159
2024-09-22,Malaysia Timur,12145
2024-09-22,Tengah,15373
2024-09-23,Utara,15537
2024-09-23,Selatan,6555
2024-09-23,Pantai Timur,9203
2024-09-23,Malaysia Timur,8244
2024-09-23,Tengah,14743
2024-09-24,Utara,15182
2024-09-24,Selatan,13333
2024-09-24,Pantai Timur,13341
2024-09-24,Malaysia Timur,6846
2024-09-24,Tengah,2307
2024-09-25,Utara,1228
2024-09-25,Selatan,7226
2024-09-25,Pantai Timur,5590
2024-09-25,Malaysia Timur,6919
2024-09-25,Tengah,5585
2024-09-26,Utara,9227
2024-09-26,Selatan,11894
2024-09-26,Pantai Timur,6046
2024-09-26,Malaysia Timur,12237
2024-09-26,Tengah,15649
2024-09-27,Utara,4945
2024-09-27,Selatan,7927
2024-09-27,Pantai Timur,12641
2024-09-27,Malaysia Timur,13386
2024-09-27,Tengah,7016
2024-09-28,Utara,14027
2024-09-28,Selatan,7758
2024-09-28,Pantai Timur,13752
2024-09-28,Malaysia Timur,5086
2024-09-28,Tengah,9456
2024-09-29,Utara,7161
2024-09-29,Selatan,1884
2024-09-29,Pantai Timur,15513
2024-09-29,Malaysia Timur,1809
2024-09-29,Tengah,3167
2024-09-30,Utara,11989
2024-09-30,Selatan,10533
2024-09-30,Pantai Timur,6352
2024-09-30,Malaysia Timur,11606
2024-09-30,Tengah,13399
2024-10-01,Utara,9009
2024-10-01,Selatan,14087
2024-10-01,Pantai Timur,6056
2024-10-01,Malaysia Timur,2437
2024-10-01,Tengah,6468
2024-10-02,Utara,15275
2024-10-02,Selatan,9080
2024-10-02,Pantai Timur,5951
2024-10-02,Malaysia Timur,5276
2024-10-02,Tengah,8859
2024-10-03,Utara,7818
2024-10-03,Selatan,4728
2024-10-03,Pantai Timur,2624
2024-10-03,Malaysia Timur,5738
2024-10-03,Tengah,4232
2024-10-04,Utara,14234
2024-10-04,Selatan,5793
2024-10-04,Pantai Timur,4523
2024-10-04,Malaysia Timur,5571
2024-10-04,Tengah,14947
2024-10-05,Utara,15246
2024-10-05,Selatan,9010
2024-10-05,Pantai Timur,10380
2024-10-05,Malaysia Timur,9298
2024-10-05,Tengah,2224
2024-10-06,Utara,8389
2024-10-06,Selatan,10863
2024-10-06,Pantai Timur,6091
2024-10-06,Malaysia Timur,15026
2024-10-06,Tengah,11684
2024-10-07,Utara,10640
2024-10-07,Selatan,8662
2024-10-07,Pantai Timur,6361
2024-10-07,Malaysia Timur,1948
2024-10-07,Tengah,13216
2024-10-08,Utara,12091
2024-10-08,Selatan,10202
2024-10-08,Pantai Timur,11992
2024-10-08,Malaysia Timur,14967
2024-10-08,Tengah,7094
2024-10-09,Utara,13193
2024-10-09,Selatan,6318
2024-10-09,Pantai Timur,12310
2024-10-09,Malaysia Timur,3796
2024-10-09,Tengah,12180
2024-10-10,Utara,234
2024-10-10,Selatan,15372
2024-10-10,Pantai Timur,13412
2024-10-10,Malaysia Timur,9120
2024-10-10,Tengah,3607
2024-10-11,Utara,8043
2024-10-11,Selatan,522
2024-10-11,Pantai Timur,5904
2024-10-11,Malaysia Timur,11715
2024-10-11,Tengah,12718
2024-10-12,Utara,4888
2024-10-12,Selatan,9821
2024-10-12,Pantai Timur,5832
2024-10-12,Malaysia Timur,12820
2024-10-12,Tengah,7122
2024-10-13,Utara,5842
2024-10-13,Selatan,13963
2024-10-13,Pantai Timur,1316
2024-10-13,Malaysia Timur,11049
2024-10-13,Tengah,13200
2024-10-14,Utara,1124
2024-10-14,Selatan,5621
2024-10-14,Pantai Timur,5423
2024-10-14,Malaysia Timur,15206
2024-10-14,Tengah,2587
2024-10-15,Utara,9215
2024-10-15,Selatan,5672
2024-10-15,Pantai Timur,1378
2024-10-15,Malaysia Timur,3374
2024-10-15,Tengah,1519
2024-10-16,Utara,5777
2024-10-16,Selatan,7935
2024-10-16,Pantai Timur,6093
2024-10-16,Malaysia Timur,8418
2024-10-16,Tengah,5355
2024-10-17,Utara,4968
2024-10-17,Selatan,9083
2024-10-17,Pantai Timur,5574
2024-10-17,Malaysia Timur,4072
2024-10-17,Tengah,13324
2024-10-18,Utara,2257
2024-10-18,Selatan,10980
2024-10-18,Pantai Timur,8588
2024-10-18,Malaysia Timur,13411
2024-10-18,Tengah,10270
2024-10-19,Utara,15233
2024-10-19,Selatan,12936
2024-10-19,Pantai Timur,4424
2024-10-19,Malaysia Timur,3237
2024-10-19,Tengah,13770
2024-10-20,Utara,3893
2024-10-20,Selatan,13239
2024-10-20,Pantai Timur,2005
2024-10-20,Malaysia Timur,2016
2024-10-20,Tengah,11363
2024-10-21,Utara,10860
2024-10-21,Selatan,10070
2024-10-21,Pantai Timur,9388
2024-10-21,Malaysia Timur,1772
2024-10-21,Tengah,8353
2024-10-22,Utara,3976
2024-10-22,Selatan,1751
2024-10-22,Pantai Timur,8967
2024-10-22,Malaysia Timur,7430
2024-10-22,Tengah,14115
2024-10-23,Utara,14609
2024-10-23,Selatan,7170
2024-10-23,Pantai Timur,13339
2024-10-23,Malaysia Timur,6469
2024-10-23,Tengah,9131
2024-10-24,Utara,3220
2024-10-24,Selatan,539
2024-10-24,Pantai Timur,14823
2024-10-24,Malaysia Timur,13109
2024-10-24,Tengah,1461
2024-10-25,Utara,5184
2024-10-25,Selatan,8547
2024-10-25,Pantai Timur,11796
2024-10-25,Malaysia Timur,11515
2024-10-25,Tengah,234
2024-10-26,Utara,14562
2024-10-26,Selatan,1548
2024-10-26,Pantai Timur,7480
2024-10-26,Malaysia Timur,10288
2024-10-26,Tengah,4213
2024-10-27,Utara,10293
2024-10-27,Selatan,1673
2024-10-27,Pantai Timur,6708
2024-10-27,Malaysia Timur,13355
2024-10-27,Tengah,7982
2024-10-28,Utara,2100
2024-10-28,Selatan,11849
2024-10-28,Pantai Timur,12845
2024-10-28,Malaysia Timur,11788
2024-10-28,Tengah,3748
